filename,filepath,label,voice_type,speaker_id,gender,accent,language,duration_sec,sample_rate,augmented,transcript
human_yt_hi_0033.wav,voice data/human/human_yt_hi_0033.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0033,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 33.
human_yt_hi_0034.wav,voice data/human/human_yt_hi_0034.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0034,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 34.
human_yt_hi_0035.wav,voice data/human/human_yt_hi_0035.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0035,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 35.
human_yt_hi_0036.wav,voice data/human/human_yt_hi_0036.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0036,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 36.
human_yt_hi_0037.wav,voice data/human/human_yt_hi_0037.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0037,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 37.
human_yt_hi_0038.wav,voice data/human/human_yt_hi_0038.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0038,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 38.
human_yt_hi_0039.wav,voice data/human/human_yt_hi_0039.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0039,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 39.
human_yt_hi_0040.wav,voice data/human/human_yt_hi_0040.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0040,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 40.
human_yt_hi_0041.wav,voice data/human/human_yt_hi_0041.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0041,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 41.
human_yt_hi_0042.wav,voice data/human/human_yt_hi_0042.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0042,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 42.
human_yt_hi_0043.wav,voice data/human/human_yt_hi_0043.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0043,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 43.
human_yt_hi_0044.wav,voice data/human/human_yt_hi_0044.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0044,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 44.
human_yt_hi_0045.wav,voice data/human/human_yt_hi_0045.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0045,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 45.
human_yt_hi_0046.wav,voice data/human/human_yt_hi_0046.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0046,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 46.
human_yt_hi_0047.wav,voice data/human/human_yt_hi_0047.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0047,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 47.
human_yt_hi_0048.wav,voice data/human/human_yt_hi_0048.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0048,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 48.
human_yt_hi_0049.wav,voice data/human/human_yt_hi_0049.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0049,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 49.
human_yt_hi_0050.wav,voice data/human/human_yt_hi_0050.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0050,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 50.
human_yt_hi_0051.wav,voice data/human/human_yt_hi_0051.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0051,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 51.
human_yt_hi_0052.wav,voice data/human/human_yt_hi_0052.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0052,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 52.
human_yt_hi_0053.wav,voice data/human/human_yt_hi_0053.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0053,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 53.
human_yt_hi_0054.wav,voice data/human/human_yt_hi_0054.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0054,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 54.
human_yt_hi_0055.wav,voice data/human/human_yt_hi_0055.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0055,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 55.
human_yt_hi_0056.wav,voice data/human/human_yt_hi_0056.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0056,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 56.
human_yt_hi_0057.wav,voice data/human/human_yt_hi_0057.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0057,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 57.
human_yt_hi_0058.wav,voice data/human/human_yt_hi_0058.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0058,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 58.
human_yt_hi_0059.wav,voice data/human/human_yt_hi_0059.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0059,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 59.
human_yt_hi_0060.wav,voice data/human/human_yt_hi_0060.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0060,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 60.
human_yt_hi_0061.wav,voice data/human/human_yt_hi_0061.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0061,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 61.
human_yt_hi_0062.wav,voice data/human/human_yt_hi_0062.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0062,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 62.
human_yt_hi_0063.wav,voice data/human/human_yt_hi_0063.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0063,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 63.
human_yt_hi_0064.wav,voice data/human/human_yt_hi_0064.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0064,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 64.
human_yt_hi_0065.wav,voice data/human/human_yt_hi_0065.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0065,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 65.
human_yt_hi_0066.wav,voice data/human/human_yt_hi_0066.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0066,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 66.
human_yt_hi_0067.wav,voice data/human/human_yt_hi_0067.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0067,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 67.
human_yt_hi_0068.wav,voice data/human/human_yt_hi_0068.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0068,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 68.
human_yt_hi_0069.wav,voice data/human/human_yt_hi_0069.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0069,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 69.
human_yt_hi_0070.wav,voice data/human/human_yt_hi_0070.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0070,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 70.
human_yt_hi_0071.wav,voice data/human/human_yt_hi_0071.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0071,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 71.
human_yt_hi_0072.wav,voice data/human/human_yt_hi_0072.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0072,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 72.
human_yt_hi_0073.wav,voice data/human/human_yt_hi_0073.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0073,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 73.
human_yt_hi_0074.wav,voice data/human/human_yt_hi_0074.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0074,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 74.
human_yt_hi_0075.wav,voice data/human/human_yt_hi_0075.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0075,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 75.
human_yt_hi_0076.wav,voice data/human/human_yt_hi_0076.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0076,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 76.
human_yt_hi_0077.wav,voice data/human/human_yt_hi_0077.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0077,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 77.
human_yt_hi_0078.wav,voice data/human/human_yt_hi_0078.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0078,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 78.
human_yt_hi_0079.wav,voice data/human/human_yt_hi_0079.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0079,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 79.
human_yt_hi_0080.wav,voice data/human/human_yt_hi_0080.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0080,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 80.
human_yt_hi_0081.wav,voice data/human/human_yt_hi_0081.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0081,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 81.
human_yt_hi_0082.wav,voice data/human/human_yt_hi_0082.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0082,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 82.
human_yt_hi_0083.wav,voice data/human/human_yt_hi_0083.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0083,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 83.
human_yt_hi_0084.wav,voice data/human/human_yt_hi_0084.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0084,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 84.
human_yt_hi_0085.wav,voice data/human/human_yt_hi_0085.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0085,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 85.
human_yt_hi_0086.wav,voice data/human/human_yt_hi_0086.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0086,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 86.
human_yt_hi_0087.wav,voice data/human/human_yt_hi_0087.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0087,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 87.
human_yt_hi_0088.wav,voice data/human/human_yt_hi_0088.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0088,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 88.
human_yt_hi_0089.wav,voice data/human/human_yt_hi_0089.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0089,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 89.
human_yt_hi_0090.wav,voice data/human/human_yt_hi_0090.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0090,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 90.
human_yt_hi_0091.wav,voice data/human/human_yt_hi_0091.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0091,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 91.
human_yt_hi_0092.wav,voice data/human/human_yt_hi_0092.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0092,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 92.
human_yt_hi_0093.wav,voice data/human/human_yt_hi_0093.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0093,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 93.
human_yt_hi_0094.wav,voice data/human/human_yt_hi_0094.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0094,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 94.
human_yt_hi_0095.wav,voice data/human/human_yt_hi_0095.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0095,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 95.
human_yt_hi_0096.wav,voice data/human/human_yt_hi_0096.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0096,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 96.
human_yt_hi_0097.wav,voice data/human/human_yt_hi_0097.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0097,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 97.
human_yt_hi_0098.wav,voice data/human/human_yt_hi_0098.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0098,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 98.
human_yt_hi_0099.wav,voice data/human/human_yt_hi_0099.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0099,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 99.
human_yt_hi_0100.wav,voice data/human/human_yt_hi_0100.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0100,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 100.
human_yt_hi_0101.wav,voice data/human/human_yt_hi_0101.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0101,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 101.
human_yt_hi_0102.wav,voice data/human/human_yt_hi_0102.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0102,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 102.
human_yt_hi_0103.wav,voice data/human/human_yt_hi_0103.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0103,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 103.
human_yt_hi_0104.wav,voice data/human/human_yt_hi_0104.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0104,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 104.
human_yt_hi_0105.wav,voice data/human/human_yt_hi_0105.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0105,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 105.
human_yt_hi_0106.wav,voice data/human/human_yt_hi_0106.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0106,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 106.
human_yt_hi_0107.wav,voice data/human/human_yt_hi_0107.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0107,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 107.
human_yt_hi_0108.wav,voice data/human/human_yt_hi_0108.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0108,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 108.
human_yt_hi_0109.wav,voice data/human/human_yt_hi_0109.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0109,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 109.
human_yt_hi_0110.wav,voice data/human/human_yt_hi_0110.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0110,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 110.
human_yt_hi_0111.wav,voice data/human/human_yt_hi_0111.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0111,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 111.
human_yt_hi_0112.wav,voice data/human/human_yt_hi_0112.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0112,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 112.
human_yt_hi_0113.wav,voice data/human/human_yt_hi_0113.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0113,Male,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 113.
human_yt_hi_0114.wav,voice data/human/human_yt_hi_0114.wav,human,YouTube Human Speech,YouTube_Hindi_Speaker_0114,Female,Hindi Native,Hindi,5.0,16000,YouTube Room Ambience,Authentic YouTube human speech segment in Hindi sample 114.
